序号,发布日期,发布时间（页面时区）,视频标题,视频链接,视频ID
913,2022-11-29,19:40:53-08:00,比特幣突破！做多？為何暴拉？還能漲到哪？,https://www.youtube.com/watch?v=g3D0v0b0isU,g3D0v0b0isU
914,2022-11-28,20:46:12-08:00,比特幣，再跌破16K！空頭要小心？這些地方不安全！,https://www.youtube.com/watch?v=ijVdhps3pTo,ijVdhps3pTo
915,2022-11-26,03:05:57-08:00,比特幣，不宜追多！建倉做空？留意再沖高！,https://www.youtube.com/watch?v=v5W2VucqaSI,v5W2VucqaSI
916,2022-11-22,19:15:01-08:00,比特幣強反彈！雙重底！做多？！,https://www.youtube.com/watch?v=QW_i-qsIL2k,QW_i-qsIL2k
917,2022-11-21,01:10:52-08:00,比特幣，順勢做空沒問題，但跌破追空有風險！周線分析！,https://www.youtube.com/watch?v=scfKX0l9eGk,scfKX0l9eGk
918,2022-11-18,01:25:24-08:00,盤整七天了，冒頭就錘？FTX事件還在消化……,https://www.youtube.com/watch?v=MTJlg4Zhe4w,MTJlg4Zhe4w
919,2022-11-17,00:25:34-08:00,比特幣，三角突破做多？就等美股了！,https://www.youtube.com/watch?v=4EHxYcmk7DU,4EHxYcmk7DU
920,2022-11-16,00:42:41-08:00,美股早晚會跌，比特幣能倖免？ETH神秘螺旋，三角出方向！,https://www.youtube.com/watch?v=LpsTJ9d_vc4,LpsTJ9d_vc4
921,2022-11-15,00:05:57-08:00,比特幣近期最大風險：美股C浪將盡！,https://www.youtube.com/watch?v=iCcfziSp2gU,iCcfziSp2gU
922,2022-11-14,00:22:39-08:00,瞬漲1000！幣安要拉盤？做多還是做空？,https://www.youtube.com/watch?v=VgRPBTL9jes,VgRPBTL9jes
923,2022-11-12,00:13:24-08:00,BTC還有雷？交易你從K線看到的！,https://www.youtube.com/watch?v=HdnoLlEQAb8,HdnoLlEQAb8
924,2022-11-10,21:18:15-08:00,BTC，到這就做多！最難的行情，最簡單計劃！,https://www.youtube.com/watch?v=UW1UTvIqEcg,UW1UTvIqEcg
925,2022-11-10,00:36:41-08:00,比特幣，終極一跌？重回17600，或去10800？走勢終完美！,https://www.youtube.com/watch?v=ZovmCpeexnI,ZovmCpeexnI
926,2022-11-08,21:29:37-08:00,BTC到17K！幣安FTX大戰，繼續跌？極度恐慌，平了點空、做了點多⋯⋯,https://www.youtube.com/watch?v=1cgTEvt1DBw,1cgTEvt1DBw
927,2022-11-07,20:16:30-08:00,比特幣暴跌！真實原因是？Ftt暴雷？下個Luna？Tesla新低，Doge小心！,https://www.youtube.com/watch?v=pdIrxgJk1Og,pdIrxgJk1Og
928,2022-11-04,21:43:41-07:00,比特幣21K了，接下來呢？空頭不死，漲勢不止！直到……,https://www.youtube.com/watch?v=fvxt4Ikj-hs,fvxt4Ikj-hs
929,2022-11-04,01:01:56-07:00,意外？比特幣逆勢漲！不是很鷹嗎？萬物普漲，狗幣跌！,https://www.youtube.com/watch?v=e89b_sfDo48,e89b_sfDo48
930,2022-11-02,22:38:37-07:00,加息=做空？比特幣，多數人錯了！DOGE若這樣，可以買！！,https://www.youtube.com/watch?v=OIm9kgc_u8I,OIm9kgc_u8I
931,2022-11-01,20:19:26-07:00,比特幣突破就漲？！狗狗幣再創新高，但留意這關鍵動作！,https://www.youtube.com/watch?v=u4c-oin54VI,u4c-oin54VI
932,2022-10-31,21:46:20-07:00,比特幣在等……？！我做空狗狗幣，是因為不能再漲？,https://www.youtube.com/watch?v=y7ORcYGMlIQ,y7ORcYGMlIQ
933,2022-10-28,22:24:23-07:00,萬聖節反彈！BTC這就跌完了？考慮做多？！,https://www.youtube.com/watch?v=o4wbhjFsU0A,o4wbhjFsU0A
934,2022-10-27,22:55:27-07:00,假突破！BTC完美計劃，做空來得及？,https://www.youtube.com/watch?v=wJwqeKjG2H8,wJwqeKjG2H8
935,2022-10-26,21:39:46-07:00,突破！BTC超強日線，所以做多？,https://www.youtube.com/watch?v=1UM9mNpVxjM,1UM9mNpVxjM
936,2022-10-25,21:55:47-07:00,2022年第37次牛回！這次漲到哪？！,https://www.youtube.com/watch?v=1qjJvuxeFGo,1qjJvuxeFGo
937,2022-10-24,22:08:35-07:00,清晰可見！比特幣縮量，醞釀大動作？美股到目標區間，高度關注！,https://www.youtube.com/watch?v=JAAzyrBL5cw,JAAzyrBL5cw
938,2022-10-23,21:05:39-07:00,周線收漲，但準備做空？比特幣BTC、美股SPX、美元DXY，周線分析！,https://www.youtube.com/watch?v=Zr77dTVn-5U,Zr77dTVn-5U
939,2022-10-21,22:43:42-07:00,週末漲？美股強收市，比特幣卻如如不動，Why？快跟上！,https://www.youtube.com/watch?v=ouC9WjSH_sQ,ouC9WjSH_sQ
940,2022-10-21,00:27:15-07:00,比特幣將突破？超清晰的趨勢線、三角形，留意假動作！,https://www.youtube.com/watch?v=bdhttSkD7gI,bdhttSkD7gI
941,2022-10-20,00:54:48-07:00,技術分析鼻祖，四十五年華爾街經驗，換來二十四條交易法則！,https://www.youtube.com/watch?v=tK-Jirm3LWI,tK-Jirm3LWI
942,2022-10-19,00:45:50-07:00,BTC難漲，因多頭擁擠？SPX缺口補完後，再怎麼走？,https://www.youtube.com/watch?v=pLjHpoloB4o,pLjHpoloB4o
943,2022-10-17,22:56:41-07:00,美股瘋漲，比特幣跟上？！繼續做多？BTC、ETH、DOT分析！,https://www.youtube.com/watch?v=iZVBTwAuUWo,iZVBTwAuUWo
944,2022-10-14,20:58:19-07:00,比特幣誘多？昨日暴漲，今日暴跌，明日……？關鍵POC！,https://www.youtube.com/watch?v=tR_FbvknaZE,tR_FbvknaZE
945,2022-10-13,20:41:29-07:00,罕見！比特幣V反，牛回做多？下一站漲到這！,https://www.youtube.com/watch?v=Bfd7xZCC9RI,Bfd7xZCC9RI
946,2022-10-13,00:50:49-07:00,比特幣，又做空了？多空臨界點的十個幣，超好做交易！,https://www.youtube.com/watch?v=wAMElfYcAy4,wAMElfYcAy4
947,2022-10-11,22:48:25-07:00,比特幣，織布機行情，怎麼交易？CPI消息日前的鑽石底？💎,https://www.youtube.com/watch?v=AbMvlXhJ0Qo,AbMvlXhJ0Qo
948,2022-10-11,00:08:06-07:00,比特幣，到哪去等？美股完全跌破，ETH、ADA、FIL有機會！,https://www.youtube.com/watch?v=nLG7TNOJg00,nLG7TNOJg00
949,2022-10-07,21:13:57-07:00,美股再崩潰！BTC還有下跌空間？下個做多計劃！,https://www.youtube.com/watch?v=ldPPseNPNC8,ldPPseNPNC8
950,2022-10-06,22:53:23-07:00,比特幣空頭格局，一定跌？這走勢以前也有！,https://www.youtube.com/watch?v=OKjaO8_W3w4,OKjaO8_W3w4
951,2022-10-05,20:58:50-07:00,比特幣，打算做一筆完美交易！但就剩做空還是做多這一個問題了！,https://www.youtube.com/watch?v=t0AuvfWWock,t0AuvfWWock
952,2022-10-04,21:37:07-07:00,美股跳空高開，比特幣有行情？十個月來第一次！,https://www.youtube.com/watch?v=-yeQqANh1P0,-yeQqANh1P0
953,2022-10-03,21:31:38-07:00,美股大反彈，比特幣跟漲？！盤整越久越像底？交易計劃！,https://www.youtube.com/watch?v=O3I2lk_Nmfk,O3I2lk_Nmfk
954,2022-09-29,23:32:42-07:00,比特幣，震蕩到何時？美股又暴跌2%，反彈無望？十月會好！,https://www.youtube.com/watch?v=r44ltUAYGA4,r44ltUAYGA4
955,2022-09-29,01:45:29-07:00,比特幣忽上忽下，誰在操縱它？美股暴漲2%，大反彈來臨？,https://www.youtube.com/watch?v=vb_PjAujuTs,vb_PjAujuTs
956,2022-09-27,22:56:13-07:00,比特幣，大量多頭被套！超詳細價格行為分析，完美交易或在這條線！,https://www.youtube.com/watch?v=2d9XlERn6kg,2d9XlERn6kg
957,2022-09-26,23:08:48-07:00,比特幣，反彈來了？照例做空，還是順勢做多？趨勢線是關鍵！,https://www.youtube.com/watch?v=nuGn6yHvR4E,nuGn6yHvR4E
958,2022-09-25,21:18:39-07:00,比特幣，周線這次不一樣！美股重走2008深熊？,https://www.youtube.com/watch?v=qRu_Sb-m_dA,qRu_Sb-m_dA
959,2022-09-24,02:07:59-07:00,比特幣，見到強勢了？美股極弱，BTC卻不跌，怪事？,https://www.youtube.com/watch?v=I0d9Dm-PZNU,I0d9Dm-PZNU
960,2022-09-23,01:11:53-07:00,美股跌，比特幣逆勢漲！什麼原因？真跌不下去了？！,https://www.youtube.com/watch?v=js2UwD-3bHo,js2UwD-3bHo
961,2022-09-22,00:20:20-07:00,比特幣，20000回不去了？為何上下插針，其實是完美機會？,https://www.youtube.com/watch?v=m10AMZ7TNsk,m10AMZ7TNsk
962,2022-09-21,00:49:30-07:00,加息日前的比特幣，漲跌都跟隨它！ES是什麼？NQ有何區別？,https://www.youtube.com/watch?v=zMnqKC7sXD0,zMnqKC7sXD0
963,2022-09-19,23:17:31-07:00,比特幣，攻擊日？誘空後上漲！美股反彈？BTC有計劃！,https://www.youtube.com/watch?v=MeiFGoRYJHA,MeiFGoRYJHA
964,2022-09-18,22:55:00-07:00,比特幣，最重要的線！美股、BTC、ETH繼續跌？周線級分析！,https://www.youtube.com/watch?v=-nzdiTvBHns,-nzdiTvBHns
965,2022-09-17,00:54:41-07:00,比特幣小反彈？小級別底部信號？ETH跌破做空？,https://www.youtube.com/watch?v=VRhFECSfRDA,VRhFECSfRDA
966,2022-09-15,23:48:25-07:00,比特幣，有小反彈？反彈到哪？以太ETH潛在目標位！,https://www.youtube.com/watch?v=U3ONruBXhwM,U3ONruBXhwM
967,2022-09-14,21:31:34-07:00,比特幣，弱看漲孕線！以太合併，都在做空？看這個！,https://www.youtube.com/watch?v=Vn6Biq3_lv0,Vn6Biq3_lv0
968,2022-09-13,23:17:26-07:00,比特幣狂跌9.9%！生死線受阻，牛熊線折回！以太ETH今日合併！,https://www.youtube.com/watch?v=Pi2w4wDij9w,Pi2w4wDij9w
969,2022-09-12,22:43:46-07:00,美股生死一線！比特幣牛熊一線！越來越近，做好準備！,https://www.youtube.com/watch?v=ggQN20ddHoo,ggQN20ddHoo
970,2022-09-11,22:05:52-07:00,比特幣，強勢周線！上漲延續？假突破出現了！,https://www.youtube.com/watch?v=-V62hliBaXg,-V62hliBaXg
971,2022-09-09,20:13:07-07:00,比特幣10%暴漲，牛回跡象？！強勢初現or回抽再跌？關鍵點位！,https://www.youtube.com/watch?v=MgUhE_Nd8nE,MgUhE_Nd8nE
972,2022-09-08,22:41:55-07:00,比特幣，平空後就暴漲？！我又做多了？果真是底？漲到這需留意！,https://www.youtube.com/watch?v=nvP32YKJHW8,nvP32YKJHW8
973,2022-09-07,21:19:52-07:00,比特幣強拉，照計劃平空，做多嗎？小反彈，還是大反轉？ETH又彈起！,https://www.youtube.com/watch?v=CvvAVixWxso,CvvAVixWxso
974,2022-09-07,01:06:30-07:00,比特幣跌破19000！平空還是開空？就這一個問題！,https://www.youtube.com/watch?v=E5aOjL3tJCo,E5aOjL3tJCo
975,2022-09-06,00:16:55-07:00,四年新低！BTC.D市佔比完全跌破！以太新時代，還是末日狂歡？,https://www.youtube.com/watch?v=3uenkbuywkw,3uenkbuywkw
976,2022-09-05,01:20:05-07:00,暴跌前兆？比特幣市佔比又來前低！美元走強，山寨小心！,https://www.youtube.com/watch?v=l0zjZmu6R7Y,l0zjZmu6R7Y
977,2022-09-02,21:56:49-07:00,比特幣，九月必跌？BTC下20000！又假突破，做空以太？,https://www.youtube.com/watch?v=DyEJhmIvD8Q,DyEJhmIvD8Q
978,2022-09-01,21:29:45-07:00,比特幣跟漲？美股大反彈？BTC仍盤整，還是出方向？,https://www.youtube.com/watch?v=sUr0fiv5Xfo,sUr0fiv5Xfo
979,2022-08-31,22:52:01-07:00,比特幣醞釀大動作？美股痛快熊市？這是最後堡壘！BTC邊界清晰，ETH假突破！,https://www.youtube.com/watch?v=AESjMA06bMI,AESjMA06bMI
980,2022-08-30,22:32:06-07:00,比特幣BTC強勢彈起！以太ETH楔形突破，還要漲？前高是關鍵！,https://www.youtube.com/watch?v=7-F1YLTXLQs,7-F1YLTXLQs
981,2022-08-29,21:08:43-07:00,比特幣看漲吞沒，所以做多？！SPX和BTC補了缺口，接下來呢？,https://www.youtube.com/watch?v=gvL-pd0tErw,gvL-pd0tErw
982,2022-08-28,22:45:41-07:00,比特幣，還能再跌這麼久？美元強勢，股、幣承壓！準備下筆完美交易！,https://www.youtube.com/watch?v=LrDu-yw_13k,LrDu-yw_13k
983,2022-08-26,19:29:15-07:00,美股崩盤，比特幣暴跌，大熊回來了？BTC的三個點位，不要恐慌！,https://www.youtube.com/watch?v=W0CYS-WKnbc,W0CYS-WKnbc
984,2022-08-25,20:37:38-07:00,比特幣跟隨上漲？美股大反彈，生死線撐住了？技術交易者，消息日的準備！,https://www.youtube.com/watch?v=q9eycY2d4rg,q9eycY2d4rg
985,2022-08-24,21:32:56-07:00,比特幣，方向將出！美元觸頂，美股找到支撐？ETH多少做空？,https://www.youtube.com/watch?v=Wzo9M6VK-Ss,Wzo9M6VK-Ss
986,2022-08-23,22:34:44-07:00,比特幣方向未出，但盤整區也精彩！美股撐住了嗎？ETH或許偏弱？,https://www.youtube.com/watch?v=X9R7LCW2Rvo,X9R7LCW2Rvo
987,2022-08-22,21:38:53-07:00,美股暴跌，比特幣倖免？牛熊只在這條線！,https://www.youtube.com/watch?v=QBZN1Rt55CU,QBZN1Rt55CU
988,2022-08-21,21:42:56-07:00,比特幣，看跌吞沒周線！反彈到多少？前低跌破才做多？一周交易計劃！,https://www.youtube.com/watch?v=8sVAFb9LVUE,8sVAFb9LVUE
989,2022-08-19,21:31:28-07:00,比特幣暴跌10%！跌完了嗎？底在多少？ETH也難倖免？,https://www.youtube.com/watch?v=A_g6U-NxZ6A,A_g6U-NxZ6A
990,2022-08-18,22:21:09-07:00,比特幣跌到21K？BTC、ETH，繼續下跌的中繼形態？這有支撐！,https://www.youtube.com/watch?v=atcbroyQ2EY,atcbroyQ2EY
991,2022-08-17,20:01:40-07:00,比特幣跌破！楔形跌破，真要回調？跌到多少？美股SPX、BTC、ETH超詳細分析！,https://www.youtube.com/watch?v=YFtFdcrvzQU,YFtFdcrvzQU
992,2022-08-16,20:38:21-07:00,BTC，簡單形態，標準清晰！SPX沖高回落？臨近邊緣，是機遇！,https://www.youtube.com/watch?v=6D2_T_nic6w,6D2_T_nic6w
993,2022-08-15,20:45:46-07:00,比特幣補漲？還是等美股一起跌？美元指數漲，BTC.D近底，ETH和山寨幣要小心！,https://www.youtube.com/watch?v=p5xx1K1L4nM,p5xx1K1L4nM
994,2022-08-15,01:05:13-07:00,比特幣，出方向的一周！ETH上不去2000？BTC、SPX，周線分析！,https://www.youtube.com/watch?v=C-IfA7LQIiA,C-IfA7LQIiA
995,2022-08-13,01:00:54-07:00,美股領漲，BTC很難跌？滿月的空頭踩踏，這種上漲能否持續？,https://www.youtube.com/watch?v=a3JwCDNQvdc,a3JwCDNQvdc
996,2022-08-11,22:16:32-07:00,比特幣：又一次沖高回落，又一次墓碑十字！美股最好守住4200，否則……,https://www.youtube.com/watch?v=cCsGpoPNuJ4,cCsGpoPNuJ4
997,2022-08-10,23:44:20-07:00,比特幣V形反轉，空頭在哭？只因CPI放緩？或BTC、ETH假跌破？！,https://www.youtube.com/watch?v=DWzbH2-B5IU,DWzbH2-B5IU
998,2022-08-09,22:33:21-07:00,比特幣和美股，CPI公佈前下跌？空頭格局是否形成？這條線是關鍵！！,https://www.youtube.com/watch?v=5BpQFygQHvU,5BpQFygQHvU
999,2022-08-09,00:55:59-07:00,美股SPX假突破，比特幣BTC五浪沖頂？以太的第一道難題！,https://www.youtube.com/watch?v=EhHRMHzGDv0,EhHRMHzGDv0
1000,2022-08-06,01:23:45-07:00,比特幣跌七天後，第一根看漲日線！重回強勢的做多信號？這條線很關鍵！,https://www.youtube.com/watch?v=tM55gNXqD6o,tM55gNXqD6o
1001,2022-08-04,23:49:47-07:00,比特幣，小心假動作！我做多了？下降趨勢結束了嗎？,https://www.youtube.com/watch?v=9ljX9ZEUM_E,9ljX9ZEUM_E
1002,2022-08-04,00:21:57-07:00,股漲、幣跌，怎麼回事？！BTC，送錢的盤整行情！,https://www.youtube.com/watch?v=IqWO8QXuwkA,IqWO8QXuwkA
1003,2022-08-02,22:49:36-07:00,美股空頭格局，比特幣呢？ETH回抽無力，1700確實強阻力？,https://www.youtube.com/watch?v=jIMPnhGEP3A,jIMPnhGEP3A
1004,2022-08-02,02:00:16-07:00,比特幣，回調剛開始？美股頹勢初現，BTC或難倖免？！,https://www.youtube.com/watch?v=GLMv1Wqpiwg,GLMv1Wqpiwg
1005,2022-08-01,01:10:28-07:00,BTC，24000假突破！美股還能漲嗎？還帶得動比特幣嗎？超詳細周線更新！,https://www.youtube.com/watch?v=5INivphNoWA,5INivphNoWA
1006,2022-07-29,22:46:29-07:00,比特幣，看跌黃昏星？！美股都漲，BTC卻跌？上攻受阻？或蓄勢待發！,https://www.youtube.com/watch?v=tdEs1Jtw_oE,tdEs1Jtw_oE
1007,2022-07-29,02:02:02-07:00,比特幣，關鍵位受阻！BTC留意沖高回落，小心熊市陷阱！,https://www.youtube.com/watch?v=vYLw-3v58WE,vYLw-3v58WE
1008,2022-07-27,21:37:07-07:00,比特幣，強勢吞沒！加息如預期，多單追進去？美股繼續漲？,https://www.youtube.com/watch?v=u1KQ1vDP-vs,u1KQ1vDP-vs
1009,2022-07-27,01:42:46-07:00,比特幣，看漲啟明星？！符合條件就做多？加息日，如何應對？,https://www.youtube.com/watch?v=fdykD9U4B3U,fdykD9U4B3U
1010,2022-07-26,00:27:54-07:00,比特幣，假突破確認？BTC明確頹勢，ETH小心風險！,https://www.youtube.com/watch?v=CtCDtk7rETI,CtCDtk7rETI
1011,2022-07-25,00:07:24-07:00,比特幣，跌破關鍵位？BTC抄底做多？ETH沖高回落！,https://www.youtube.com/watch?v=vHRATj1TwAk,vHRATj1TwAk
1012,2022-07-22,22:39:19-07:00,比特幣，明確出方向？BTC趨勢線跌破，開倉做空？ETH反彈到1700？！,https://www.youtube.com/watch?v=9SygvTnrDZc,9SygvTnrDZc
1013,2022-07-21,23:00:04-07:00,美股暴漲，比特幣怎麼回事？熊旗假突破後跌？牛旗突破後漲？最清晰計劃！,https://www.youtube.com/watch?v=BfxnZWH2Enw,BfxnZWH2Enw
1014,2022-07-21,02:54:14-07:00,比特幣，漲跌就看這了！特斯拉賣出比特幣，大利空？技術面怎麼看？,https://www.youtube.com/watch?v=baexVvk-l8M,baexVvk-l8M
1015,2022-07-19,23:53:48-07:00,比特幣，我做多了？美股見底了？疑似強勢初現！,https://www.youtube.com/watch?v=jrprJtZmhS4,jrprJtZmhS4
1016,2022-07-18,22:21:46-07:00,比特幣，激烈爭奪！和ETH一樣向上突破？美股牛回了嗎？！,https://www.youtube.com/watch?v=-1HKJG3D0XU,-1HKJG3D0XU
1017,2022-07-18,01:05:46-07:00,比特幣牛回？必須突破這裡！BTC最後的臨界點，ETH強勢慎做空！,https://www.youtube.com/watch?v=zP9hL81_x9c,zP9hL81_x9c
1018,2022-07-16,00:16:38-07:00,比特幣頹勢初現，不可忽略！BTC、ETH，完美走勢，完美盤口！,https://www.youtube.com/watch?v=cMVk_ElEkm0,cMVk_ElEkm0
1019,2022-07-15,00:23:22-07:00,比特幣V形反轉，果真要漲上去？我的Plan A/B/C，完美交易計劃！,https://www.youtube.com/watch?v=yGtXvVVr33o,yGtXvVVr33o
1020,2022-07-13,23:04:07-07:00,CPI大利空，比特幣不跌反漲？！BTC反彈到哪有阻力？,https://www.youtube.com/watch?v=jZW7hRxsOvw,jZW7hRxsOvw
1021,2022-07-12,23:50:45-07:00,比特幣，小心大波動！19300反彈做多？明天CPI公佈後繼續跌？,https://www.youtube.com/watch?v=0neNvP54Tq8,0neNvP54Tq8
1022,2022-07-11,23:59:26-07:00,比特幣，繼續跌？ETH，以太有危險？山寨更能跌！,https://www.youtube.com/watch?v=-r4oHWjWs9Q,-r4oHWjWs9Q
1023,2022-07-10,23:06:25-07:00,比特幣，雷同的走勢！BTC直接跌下去，還是有支撐？周線更新！,https://www.youtube.com/watch?v=MiGhUB8Bfsk,MiGhUB8Bfsk
1024,2022-07-09,00:12:19-07:00,比特幣，走勢逐漸清晰！一個最好的BTC交易機會！,https://www.youtube.com/watch?v=S8-alEY-Cnk,S8-alEY-Cnk
1025,2022-07-08,00:28:15-07:00,比特幣暴漲，昨日重現？你絕對可以錯過的一次機會！！,https://www.youtube.com/watch?v=-tXKWO43_o8,-tXKWO43_o8
1026,2022-07-07,21:52:43-07:00,看盤工具TradingView最實用功能，十分鐘全上手！2022最新版！交易入門課程004，TiaBtc004,https://www.youtube.com/watch?v=ZiOiNbifjUc,ZiOiNbifjUc
1027,2022-07-06,23:39:11-07:00,比特幣，選擇方向？BTC、ETH，留意大變動！,https://www.youtube.com/watch?v=Oji4eY5wX6E,Oji4eY5wX6E
1028,2022-07-03,23:37:48-07:00,比特幣，強阻力在多少？BTC、ETH，完美通道！,https://www.youtube.com/watch?v=ELMwGopCYJE,ELMwGopCYJE
1029,2022-07-02,01:05:33-07:00,比特幣，月線怎麼樣？2017牛市頂，BTC能否撐住？,https://www.youtube.com/watch?v=Aj7lugBhx7o,Aj7lugBhx7o
1030,2022-07-01,01:13:12-07:00,比特幣，空頭踩踏，血流成河！BTC底部信號？強勢出現？,https://www.youtube.com/watch?v=aNvl3vrzTv0,aNvl3vrzTv0
1031,2022-06-30,00:00:47-07:00,比特幣，20000難漲回？ETH絕對弱勢，山寨幣重大風險！,https://www.youtube.com/watch?v=nyqo5MxxPRk,nyqo5MxxPRk
1032,2022-06-28,23:15:59-07:00,比特幣再探20000，撐不住？！跌到多少有支撐？山寨要小心！,https://www.youtube.com/watch?v=XIjzaoR2NVI,XIjzaoR2NVI
1033,2022-06-28,01:55:27-07:00,比特幣，跌不下去？神秘支撐在？美股前六次都跌，這次有例外？,https://www.youtube.com/watch?v=sVPTAHY2pHw,sVPTAHY2pHw
1034,2022-06-26,23:19:54-07:00,比特幣周線看漲，但前兩次卻不這樣！ETH將比BTC更強勢？,https://www.youtube.com/watch?v=KPtAkeTWCvY,KPtAkeTWCvY
1035,2022-06-25,03:54:02-07:00,美股大反彈，比特幣呢？小心：楔形、前高和新月！,https://www.youtube.com/watch?v=Zjjq1EmwRQI,Zjjq1EmwRQI
1036,2022-06-23,22:33:33-07:00,比特幣，兩個計劃！BTC、ETH，漲勢難持續？,https://www.youtube.com/watch?v=RERovfKbuyM,RERovfKbuyM
1037,2022-06-22,01:07:00-07:00,比特幣，反彈結束繼續跌？BTC跌到多少我平空？,https://www.youtube.com/watch?v=-sMac_W2CWc,-sMac_W2CWc
1038,2022-06-20,23:14:52-07:00,比特幣，這週最關鍵！BTC觸底反彈？ETH跌到目標位？,https://www.youtube.com/watch?v=pM1gSMvhSv4,pM1gSMvhSv4
